epoch,train_loss,tran_acc,val_loss,val_acc,sav_version
0,0.7308401762393483,0.7871693965904641,0.2535321560345198,0.819264324191905,1
1,0.22021161159228164,0.8245411116266755,0.21719151554923308,0.8191883962758357,2
2,0.19838614553561684,0.8246181275384928,0.20405767920770143,0.8190529273950536,3
3,0.18603874793526723,0.8245741130716645,0.18983242409793954,0.819240363367687,4
4,0.17747750025220782,0.8246118138498747,0.18364200764580776,0.819156179580341,5
5,0.1715240642079833,0.8246360813944197,0.18663744400990637,0.8192266366038048,5
6,0.16894928810366414,0.8246188265191391,0.17488824615353032,0.8192023736770186,6
7,0.16405442547031313,0.8246685351390345,0.17152265663209715,0.8189728215233572,7
8,0.1599187884937253,0.8246068084493486,0.17080203396709343,0.8193842456800102,8
9,0.15491384415075793,0.8246324281438396,0.1613174789830258,0.819265928242849,9
10,0.1517330342914626,0.8246630155550791,0.15906237912805457,0.819193158286398,10
11,0.14854268385478628,0.8246570653267435,0.15622216541516154,0.8193544428879749,11
12,0.14366546275845746,0.8248128784830063,0.15356444826251583,0.8192062749232041,12
13,0.1410028708347103,0.8247465649726802,0.1508282248126833,0.8192574614729861,13
14,0.13954492308504401,0.8246900817023844,0.14980739786436684,0.8194218360561099,14
15,0.1361900741898874,0.8246942343921837,0.14722606382871928,0.8191031241510572,15
16,0.13358607621569382,0.8246623327379279,0.14747415671223088,0.8195720775427708,15
17,0.13246881387125678,0.8247778342959567,0.14728435583804783,0.8193882602796588,15
18,0.1308174588875464,0.8245306620836705,0.1413888390911253,0.8192783189603349,16
19,0.12807567228960712,0.8246415760909637,0.14343282588218387,0.8191324069189323,16
20,0.1269679094310741,0.824819130184467,0.14034421977243924,0.8192398149335802,17
21,0.12579229647478862,0.8248111103043062,0.13934417225812612,0.8189712135329192,18
22,0.12357360923237969,0.8247734164947048,0.14069319783072723,0.8191469200891872,18
23,0.12244415063171359,0.8246300353912732,0.1376465533124773,0.8193649529764867,19
24,0.12377641702081725,0.8246951839979204,0.1363501949529899,0.8191514063529901,20
25,0.11948184260325125,0.8246601824363923,0.13592480946528285,0.8191623857326955,21
26,0.11856489977554271,0.8247576909799833,0.1341510153130481,0.8195615222874072,22
27,0.11704098346986269,0.8247183187575053,0.13522815437693345,0.8192230077434679,22
28,0.11539420901160491,0.8247750572215143,0.13092435198394875,0.8195233250490744,23
29,0.11616370015238461,0.8247332100606731,0.13299629868645418,0.8194358111018889,23
30,0.11355564017829142,0.8246891177945407,0.13267912715673447,0.8193310552630235,23
31,0.11283703689512453,0.8246607616860699,0.13833802942382661,0.8194389761649662,23
32,0.11201840167679981,0.8247435311189725,0.1319575497978612,0.819293303179087,23
33,0.1099204473458884,0.8247689632789094,0.13347720244997427,0.8195420072105857,23
34,0.109316496629464,0.8247236440674426,0.13194791062882072,0.8191855690801936,23
35,0.10863781999687702,0.8246753461828226,0.13147874552952615,0.8193527177041453,23
36,0.10876183665373869,0.8247213024869976,0.13165460809281,0.8193494369341279,23
37,0.10696627644941821,0.824681932361141,0.1311238837869544,0.8193228935244422,23
38,0.10599815419368576,0.8246239470523634,0.13258467449953681,0.8191121620144683,23
39,0.10469132396909926,0.8247515080647454,0.12873609850281162,0.8193794434884655,24
40,0.10417470374738264,0.8247530492365267,0.13023905754089354,0.8195255161730699,24
41,0.10297985412833983,0.8246784734983023,0.12878814763144442,0.819138216205336,24
42,0.10268632741263735,0.8247021958557381,0.12909745707323678,0.8190187243525315,24
43,0.10275721630157783,0.8246650691013443,0.12951140831175603,0.8194001900152557,24
44,0.1018271335863579,0.8247333052374094,0.12719663844296808,0.8193258826732692,25
45,0.10041706812573455,0.8247540607603676,0.12769432169826408,0.8191834839693157,25
46,0.09991059899330139,0.8246826659632203,0.1287891738508877,0.8195102992217871,25
47,0.10086206981138876,0.8246269496731912,0.1284536153862351,0.8192605881566962,25
48,0.09875475400895403,0.8247455202048561,0.12846411701880003,0.8187133657313624,25
49,0.09690667300632125,0.8247408987493126,0.1279286201847227,0.8192744191312656,25
50,0.09701919189234923,0.8246644156289705,0.12642979912067714,0.8192428161614298,26
51,0.09668492272670506,0.8247466387432288,0.12970198816374728,0.8192418435483446,26
52,0.09584489577172095,0.8246552481933077,0.1293261407237304,0.819328032858757,26
53,0.09375980716002615,0.8247377894047281,0.12783049792051315,0.8192376126943341,26
54,0.09368849181902339,0.8247323385383216,0.12741896988529908,0.8192205302942989,26
55,0.09295021986142236,0.8247943578970843,0.12891867678416402,0.819184886361503,26
56,0.0929242677725198,0.8246943880360493,0.12910749316215514,0.8194108167086703,26
57,0.09179521932413703,0.8246713398090636,0.12700339187132684,0.8192991916800886,26
58,0.09082899150487624,0.82475138539921,0.12944658320201072,0.8191784694668335,26
59,0.09049914700158855,0.8247637198828067,0.1266496521077658,0.8192378476872048,26
60,0.09042024585412957,0.8247811033527892,0.12830647190934732,0.8194536876999766,26
61,0.08921186525745002,0.8245807689007182,0.1272092230618,0.8195657718111906,26
62,0.08967403906304934,0.8246849958624918,0.12885565600897136,0.8192193614157445,26
63,0.08784073918447857,0.8247367021678171,0.12926089402876403,0.8191223252044121,26
64,0.08758509950766787,0.8246922379131851,0.13035261474157633,0.8194373451854543,26
65,0.08780665902192132,0.8246783101405492,0.15323880032489173,0.8191252587196072,26
66,0.08716234685036174,0.8246387521101298,0.13000361856661344,0.8191719193195354,26
67,0.08500162567834409,0.8247303115934923,0.1286289525659461,0.8192646072509615,26
68,0.08793479727461324,0.8245258518341463,0.12824522343121078,0.819617972189533,26
69,0.08488547723108565,0.8247709906074862,0.128170882165432,0.8193938498313893,26
70,0.08320930673800714,0.8246556273060696,0.13102831013108554,0.8195485704827291,26
71,0.08471017134817023,0.8246525134121805,0.12975540063098856,0.8194570962057509,26
72,0.08304968236656914,0.8247129413618867,0.13126470223069192,0.8192174369545207,26
73,0.08271661909700137,0.8246865507904514,0.13032072108042866,0.8193030619092546,26
74,0.08151995267784386,0.8247389556239737,0.1319015068051062,0.8193116642328093,26
75,0.08085170754215174,0.824718840317388,0.13116927899812397,0.8193800545102998,26
76,0.08260904892146238,0.8246982915872312,0.13128928518608995,0.8193264493987792,26
77,0.08122474986907334,0.8247341586019926,0.1328783493292959,0.8193024366991775,26
78,0.08179205182874412,0.8247116176199383,0.1324170139275099,0.8191607632838985,26
79,0.08196095204667041,0.8247381625253579,0.13181417945184207,0.8193168210224956,26
80,0.07782327988517215,0.8246736846532493,0.13636810489391027,0.8193253966000468,26
81,0.07850763248769861,0.8246214365013593,0.13627409048770603,0.8191783862300709,26
