epoch,train_loss,tran_acc,val_loss,val_acc,sav_version
0,2.6600167555015655,0.24679978250210377,2.464285232804038,0.20516137668857778,1
1,2.2328367425483453,0.2905788919507159,2.4666296460411767,0.20594882062777745,1
2,2.144437926097759,0.30708626586548243,2.4024019458077173,0.2139751607899255,2
3,2.098313776951916,0.31775118777212,2.408557490869002,0.21801822846489188,2
4,2.0666462172774875,0.3243291994102124,2.372698285362937,0.2227914133086771,3
5,2.0268614658156143,0.33496264828640937,2.3808433467691597,0.2226729357290295,3
6,1.992308243674643,0.3450494633479609,2.3513708222996104,0.22801342189742596,4
7,1.9460351360805244,0.3593345734981426,2.3838742429559883,0.21936715909857937,4
8,1.8969476885492969,0.3740237294123572,2.35610649802468,0.23250019614512213,4
9,1.8279886777364165,0.39397572318780116,2.3513673435557974,0.23328304939811764,5
10,1.747112390925504,0.42162621548651796,2.3489114587957207,0.25116140731398295,6
11,1.6586131440223184,0.44840203690045527,2.2972377863797275,0.2712721790181869,7
12,1.4172275387402464,0.5470778785712334,2.0241033651612024,0.35801424781877556,8
