epoch,train_loss,tran_acc,val_loss,val_acc,sav_version
0,2.7114092761820014,0.32386760273875526,2.9190467379309912,0.2933461820876984,1
1,2.1838394898288653,0.39719897338473453,2.6917232166637075,0.3145516351156854,2
2,1.9986863806971555,0.42990682998330393,2.5812319733879785,0.32137420536775,3
3,1.8911469890568309,0.4547056280325883,2.501593069596724,0.35165411202843316,4
4,1.78426824814255,0.47624664333282013,2.452622251077132,0.3566576931967289,5
5,1.664669083485677,0.5028866589586488,2.368058518929915,0.3771485229777795,6
6,1.5287123575014274,0.5363476813372132,2.2492342537099663,0.391623939103024,7
7,1.4052581185951036,0.5629781404023203,2.1685051647099582,0.4206301682517397,8
8,1.3159691545198549,0.5833401575794165,2.079595598307523,0.44499732170030354,9
9,1.2632585204690439,0.5942601864654543,2.0091613314368506,0.4526538094359396,10
10,1.2027327060494988,0.6084116813293807,1.9382182468067517,0.4761682899020874,11
11,1.1553791363693224,0.6198257694352686,1.8975438367236743,0.48776182528618545,12
12,1.1072169791772886,0.6363604961097368,1.8566636118021878,0.4921723475137379,13
13,1.073090081967375,0.6424352642516826,1.8559348474849353,0.5108965629894182,14
